,title,imdb_id,id,release_date,runtime,vote_average,vote_count,popularity,budget,revenue,genres,spoken_languages,original_language,production_companies,production_countries,director
2042,A Few Less Men,tt3784652,413391,2017-03-09,96,5.6,55,4.781,0,380806,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 98870, 'logo_path': None, 'name': 'Gorean Films', 'origin_country': ''}, {'id': 150538, 'logo_path': None, 'name': 'Feisty Dame Productions', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Mark Lamprell
2043,Warriors of Virtue,tt0120479,49478,1997-05-02,103,4.64,57,5.069,0,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 2269, 'logo_path': None, 'name': 'China Film Co-Production Corporation', 'origin_country': ''}, {'id': 38662, 'logo_path': None, 'name': 'Law Brothers Entertainment', 'origin_country': ''}, {'id': 38663, 'logo_path': None, 'name': 'IJL Creations', 'origin_country': ''}, {'id': 21, 'logo_path': '/5Va1Ie5c4sjfEYqixQ3L8qg7fKu.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Ronny Yu
2044,Warriors of Virtue: The Return to Tao,tt0316882,44854,2002-10-22,93,4.1,9,0.965,0,0,"[{'id': 14, 'name': 'Fantasy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 75144, 'logo_path': None, 'name': 'Crawfords Australia', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Michael Vickerman
2045,Alvin Purple,tt0069698,33057,1973-12-20,95,5.5,13,2.015,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 5509, 'logo_path': None, 'name': 'Hexagon Productions', 'origin_country': ''}, {'id': 194663, 'logo_path': None, 'name': 'Bi-Jay', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Tim Burstall
2046,"Melvin, Son of Alvin",tt0087705,127244,1984-12-20,85,2.5,2,0.6,0,0,[],[],en,"[{'id': 8808, 'logo_path': None, 'name': 'McElroy & McElroy', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",John Eastway
2047,Mystery Road,tt2236054,199818,2013-08-15,121,6.3,138,7.786,0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 7584, 'logo_path': '/eGkfvvyf4fJTvBUR1xt1669IPA3.png', 'name': 'Screen Australia', 'origin_country': 'AU'}, {'id': 34445, 'logo_path': None, 'name': 'Mystery Road Films', 'origin_country': 'AU'}, {'id': 86737, 'logo_path': '/7GLxzRtguRlYPUOncFoWXGFqjaa.png', 'name': 'Bunya Productions', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Ivan Sen
2048,Goldstone,tt4911996,393834,2016-07-07,109,6.1,94,6.365,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 38180, 'logo_path': None, 'name': 'Dark Matter Productions', 'origin_country': ''}, {'id': 2520, 'logo_path': None, 'name': 'Arclight Films', 'origin_country': 'US'}, {'id': 12158, 'logo_path': None, 'name': 'Transmission Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Ivan Sen
2049,Wolf Creek,tt0416315,9885,2005-09-16,104,6.213,962,9.054,1000000,30894796,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 1380, 'logo_path': '/y4JH9ncZJAFJGYWK84k1dmXnsw0.png', 'name': 'Australian Film Finance Corporation', 'origin_country': 'AU'}, {'id': 2806, 'logo_path': '/vxOhCbpsRBh10m6LZ3HyImTYpPY.png', 'name': 'South Australian Film Corporation', 'origin_country': 'AU'}, {'id': 6016, 'logo_path': None, 'name': '403 Productions', 'origin_country': ''}, {'id': 6017, 'logo_path': None, 'name': 'True Crime Channel', 'origin_country': ''}, {'id': 7337, 'logo_path': None, 'name': 'Mushroom Pictures', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Greg McLean
2050,Wolf Creek 2,tt2004432,199534,2013-08-30,106,6.343,516,10.507,8000000,9630444,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 33439, 'logo_path': None, 'name': 'True Crime Australia', 'origin_country': ''}, {'id': 19010, 'logo_path': None, 'name': 'Emu Creek Pictures', 'origin_country': ''}, {'id': 21379, 'logo_path': None, 'name': 'Duo Art Productions', 'origin_country': ''}, {'id': 7584, 'logo_path': '/eGkfvvyf4fJTvBUR1xt1669IPA3.png', 'name': 'Screen Australia', 'origin_country': 'AU'}, {'id': 2806, 'logo_path': '/vxOhCbpsRBh10m6LZ3HyImTYpPY.png', 'name': 'South Australian Film Corporation', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",Greg McLean
2051,Agnee,tt3095464,356549,2014-02-14,124,4.7,3,0.724,31600,45000,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'Bengali', 'iso_639_1': 'bn', 'name': 'বাংলা'}, {'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",bn,"[{'id': 24321, 'logo_path': None, 'name': 'Jaaz Multimedia', 'origin_country': 'BD'}]","[{'iso_3166_1': 'BD', 'name': 'Bangladesh'}]",Iftakar Chowdhury
2052,Agnee 2,tt4833384,652391,2015-07-15,0,0.0,0,0.6,0,0,[],[],en,[],[],Iftakar Chowdhury
2053,At Midnight I'll Take Your Soul,tt0059440,30913,1964-11-09,82,6.603,73,5.343,0,0,"[{'id': 27, 'name': 'Horror'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 19868, 'logo_path': None, 'name': 'Indústria Cinematográfica Apolo', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",José Mojica Marins
2054,Embodiment of Evil,tt0923683,23508,2008-08-08,93,5.0,28,2.35,0,0,"[{'id': 27, 'name': 'Horror'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 4243, 'logo_path': '/1HE2IvZ6DLRHHl7ZCk5tXzzj6jD.png', 'name': 'Gullane Entretenimento', 'origin_country': 'BR'}, {'id': 4346, 'logo_path': None, 'name': 'Olhos de cão', 'origin_country': ''}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",José Mojica Marins
2055,This Night I'll Possess Your Corpse,tt0060380,30914,1967-03-13,109,6.9,39,2.454,0,0,"[{'id': 27, 'name': 'Horror'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 96053, 'logo_path': None, 'name': 'Ibérica Filmes', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",José Mojica Marins
2056,My Mom Is a Character,tt2464018,203217,2013-06-21,85,7.722,598,5.765,2000000,20552094,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 93180, 'logo_path': None, 'name': 'Cenoura Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 54386, 'logo_path': '/pqbhVbxp2qLqILbJf1XMxt6Cmq9.png', 'name': 'Migdal Filmes', 'origin_country': 'BR'}, {'id': 53105, 'logo_path': '/rn9sEaA8cXurMyd8HnWkhv8KLqi.png', 'name': 'Paris Filmes', 'origin_country': 'BR'}, {'id': 40994, 'logo_path': '/2JRFnw4Gyoi7sZVR3R2qacQpJvM.png', 'name': 'Rio Filme', 'origin_country': 'BR'}, {'id': 5591, 'logo_path': '/27dkBmalsJMmz8VPeukvoOFuYCF.png', 'name': 'Downtown Filmes', 'origin_country': 'BR'}, {'id': 7764, 'logo_path': '/6YQPMXHq7juxomK9Sy3zBqbalsD.png', 'name': 'Telecine', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",André Pellenz
2057,My Mom is a Character 2,tt3212812,227932,2016-12-22,96,7.66,463,6.018,2000000,37858128,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 54386, 'logo_path': '/pqbhVbxp2qLqILbJf1XMxt6Cmq9.png', 'name': 'Migdal Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 53105, 'logo_path': '/rn9sEaA8cXurMyd8HnWkhv8KLqi.png', 'name': 'Paris Filmes', 'origin_country': 'BR'}, {'id': 5591, 'logo_path': '/27dkBmalsJMmz8VPeukvoOFuYCF.png', 'name': 'Downtown Filmes', 'origin_country': 'BR'}, {'id': 5726, 'logo_path': '/rnMFkRXYfeDDsDMKg9HjabsHQif.png', 'name': 'Universal Pictures International (UPI)', 'origin_country': ''}, {'id': 107355, 'logo_path': '/jAafT99rkahlBglJLeWtzyQjcRb.png', 'name': 'Paramount Pictures (Brasil)', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",César Rodrigues
2058,My Mom is a Character 3,tt10611372,620683,2019-12-26,111,8.2,442,5.825,2000000,39273021,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 54386, 'logo_path': '/pqbhVbxp2qLqILbJf1XMxt6Cmq9.png', 'name': 'Migdal Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 5726, 'logo_path': '/rnMFkRXYfeDDsDMKg9HjabsHQif.png', 'name': 'Universal Pictures International (UPI)', 'origin_country': ''}, {'id': 107355, 'logo_path': '/jAafT99rkahlBglJLeWtzyQjcRb.png', 'name': 'Paramount Pictures (Brasil)', 'origin_country': 'BR'}, {'id': 80097, 'logo_path': '/z71UO6XCAUSujya8GBqhD1RtYpz.png', 'name': 'Brazil Production Services', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Susana Garcia
2059,De Pernas pro Ar,tt1564916,62156,2010-12-31,96,6.414,222,5.086,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 53105, 'logo_path': '/rn9sEaA8cXurMyd8HnWkhv8KLqi.png', 'name': 'Paris Filmes', 'origin_country': 'BR'}, {'id': 5591, 'logo_path': '/27dkBmalsJMmz8VPeukvoOFuYCF.png', 'name': 'Downtown Filmes', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 10031, 'logo_path': '/cUOviFxM9l3dYuNeg89giHUaqkd.png', 'name': 'Morena Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Roberto Santucci
2060,De Pernas pro Ar 2,tt2296709,161908,2012-12-28,98,6.359,163,7.405,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 7046, 'logo_path': None, 'name': 'Paris Film', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Roberto Santucci
2061,Till Luck Do Us Part,tt2332518,154441,2012-10-05,104,6.445,284,5.784,0,1672940,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Roberto Santucci
2062,Till Luck Do Us Part 2,tt3148528,228177,2013-12-27,102,5.779,238,5.139,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 4243, 'logo_path': '/1HE2IvZ6DLRHHl7ZCk5tXzzj6jD.png', 'name': 'Gullane Entretenimento', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 53105, 'logo_path': '/rn9sEaA8cXurMyd8HnWkhv8KLqi.png', 'name': 'Paris Filmes', 'origin_country': 'BR'}, {'id': 40994, 'logo_path': '/2JRFnw4Gyoi7sZVR3R2qacQpJvM.png', 'name': 'Rio Filme', 'origin_country': 'BR'}, {'id': 7764, 'logo_path': '/6YQPMXHq7juxomK9Sy3zBqbalsD.png', 'name': 'Telecine', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Roberto Santucci
2063,Tainá: An Amazon Adventure,tt0264079,294161,2001-01-12,90,4.443,35,2.929,0,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 93240, 'logo_path': None, 'name': 'Tietê Produções Cinematográficas', 'origin_country': 'BR'}, {'id': 93241, 'logo_path': None, 'name': 'M.A. Marcondes', 'origin_country': ''}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Sérgio Bloch
2064,Tainá 2 - A New Amazon Adventure,tt0383001,51186,2004-12-12,76,4.4,18,1.9,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 93240, 'logo_path': None, 'name': 'Tietê Produções Cinematográficas', 'origin_country': 'BR'}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 11446, 'logo_path': None, 'name': 'Lereby Productions', 'origin_country': ''}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Mauro Lima
2065,Meu Passado Me Condena: O Filme,tt3034258,228202,2013-10-25,102,6.402,234,4.887,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Julia Rezende
2066,Meu Passado Me Condena 2: O Filme,tt4302740,347188,2015-07-02,105,6.3,171,5.473,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,"[{'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 53105, 'logo_path': '/rn9sEaA8cXurMyd8HnWkhv8KLqi.png', 'name': 'Paris Filmes', 'origin_country': 'BR'}, {'id': 40994, 'logo_path': '/2JRFnw4Gyoi7sZVR3R2qacQpJvM.png', 'name': 'Rio Filme', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Julia Rezende
2067,Bellini and the Sphinx,tt0294349,73158,2001-10-02,120,5.3,9,0.6,0,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Roberto Santucci
2068,Bellini and the Devil,tt1205903,73160,2008-09-30,120,3.3,3,1.729,500000,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",pt,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",Marcelo Galvão
2069,Dick Barton: Special Agent,tt0040289,193370,1948-03-01,70,3.4,5,0.741,0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 19570, 'logo_path': None, 'name': 'Henry Halstead Productions', 'origin_country': ''}, {'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Alfred J. Goulding
2070,Dick Barton at Bay,tt0042399,52950,1950-10-02,64,3.667,3,0.951,0,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Godfrey Grayson
2071,Dick Barton Strikes Back,tt0041296,54718,1949-04-01,73,5.5,4,0.6,0,0,"[{'id': 80, 'name': 'Crime'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 1314, 'logo_path': '/gQBluDqe6dc2ZdzfJbabEHoSGoG.png', 'name': 'Hammer Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Godfrey Grayson
2072,The Belles of St. Trinian's,tt0046766,11402,1954-09-28,91,6.133,45,3.909,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 659, 'logo_path': None, 'name': 'London Films Productions', 'origin_country': 'GB'}, {'id': 104314, 'logo_path': None, 'name': 'British Lion Film Corporation', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Frank Launder
2073,The Pure Hell of St. Trinian's,tt0055342,21077,1960-12-22,94,6.3,16,2.52,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 23027, 'logo_path': None, 'name': 'Tudor Productions', 'origin_country': ''}, {'id': 8628, 'logo_path': None, 'name': 'Vale Film Productions', 'origin_country': ''}, {'id': 6435, 'logo_path': None, 'name': 'Hallmark Productions', 'origin_country': ''}, {'id': 104314, 'logo_path': None, 'name': 'British Lion Film Corporation', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Frank Launder
2074,St Trinian's 2: The Legend of Fritton's Gold,tt1210106,37565,2009-12-18,106,5.636,195,10.456,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 2650, 'logo_path': '/sDWe94w5fuyfgfRKc3N27CSJvsD.png', 'name': 'Ealing Studios', 'origin_country': 'GB'}, {'id': 7309, 'logo_path': None, 'name': 'Aegis Film Fund', 'origin_country': ''}, {'id': 2651, 'logo_path': '/rmfShgOyHdGSljYXcvZsbVGSRGV.png', 'name': 'Fragile Films', 'origin_country': 'GB'}, {'id': 6901, 'logo_path': None, 'name': 'Prescience', 'origin_country': ''}, {'id': 23164, 'logo_path': None, 'name': 'Entertainment Film Distributors', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Oliver Parker
2075,Blue Murder at St. Trinian's,tt0051423,16904,1957-12-01,86,6.1,17,1.888,0,0,"[{'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 31232, 'logo_path': None, 'name': 'John Harvel Productions', 'origin_country': ''}, {'id': 632, 'logo_path': None, 'name': 'British Lion Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Frank Launder
2076,The Great St. Trinian's Train Robbery,tt0060476,14387,1966-03-11,93,5.6,17,2.597,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 104314, 'logo_path': None, 'name': 'British Lion Film Corporation', 'origin_country': ''}, {'id': 127786, 'logo_path': None, 'name': 'Braywild', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Frank Launder
2077,The Wildcats of St. Trinian's,tt0081757,40637,1980-09-10,91,4.4,7,1.027,0,0,"[{'id': 35, 'name': 'Comedy'}]",[],en,[],[],Frank Launder
2078,Paddington,tt1109624,116149,2014-11-24,96,7.065,3183,25.194,55000000,259207227,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 20664, 'logo_path': '/iRrZpxnYNDnVXJkr6HiLgSLlqRc.png', 'name': 'Anton Capital Entertainment (ACE)', 'origin_country': 'GB'}, {'id': 356, 'logo_path': '/tSJvuFaLIp7l0ONLUiAHA61GbXu.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 22123, 'logo_path': '/zPTy6QDAlCKGeAALZoFEL3QAlut.png', 'name': 'TF1', 'origin_country': 'FR'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Paul King
2079,Paddington 2,tt4468740,346648,2017-11-09,104,7.476,1949,27.222,40000000,227300000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 20664, 'logo_path': '/iRrZpxnYNDnVXJkr6HiLgSLlqRc.png', 'name': 'Anton Capital Entertainment (ACE)', 'origin_country': 'GB'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 106055, 'logo_path': '/5KW8igTAQz4nHydtzuIfWN30oYv.png', 'name': 'Marmalade Films Ltd.', 'origin_country': ''}, {'id': 30148, 'logo_path': '/zerhOenUD6CkH8SMgZUhrDkOs4w.png', 'name': 'Bona Film Group', 'origin_country': 'CN'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",Paul King
2080,Nativity!,tt1242447,49522,2009-11-27,105,6.3,175,7.469,0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 2310, 'logo_path': None, 'name': 'Screen West Midlands', 'origin_country': ''}, {'id': 50246, 'logo_path': '/y0vbzrrOddozKWoGMW3a5YYqydw.png', 'name': 'Mirrorball Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Debbie Isitt
2081,Nativity Rocks!,tt8094320,478157,2018-11-23,100,4.8,10,2.022,0,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",en,"[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",Debbie Isitt
