oIMDb,rIMDb,Original Budget,Original Box Office US/CA,Original Box Office Worldwide,Original Length,Original Rating,Original Director Names,Original Director Links,Original Cast Names,Original Cast Links,Original Awards,Remade Budget,Remade Box Office US/CA,Remade Box Office Worldwide,Remade Length,Remade Rating,Remade Director Names,Remade Director Links,Remade Cast Names,Remade Cast Links,Remade Awards
tt0047478,tt0054047,"¥125,000,000 (estimated)","$318,649","$346,258",3h 27m,8.6,Akira Kurosawa,['https://www.imdb.com/name/nm0000041/'],"Toshirô Mifune, Takashi Shimura, Keiko Tsushima","['https://www.imdb.com/name/nm0001536/', 'https://www.imdb.com/name/nm0793766/', 'https://www.imdb.com/name/nm0875477/']","Best Art Direction-Set Decoration, Black-and-White
Takashi Matsuyama, Best Costume Design, Black-and-White
Kôhei Ezaki","$2,000,000 (estimated)",,,2h 8m,7.7,John Sturges,['https://www.imdb.com/name/nm0836328/'],"Yul Brynner, Steve McQueen, Charles Bronson","['https://www.imdb.com/name/nm0000989/', 'https://www.imdb.com/name/nm0000537/', 'https://www.imdb.com/name/nm0000314/']","Best Music, Scoring of a Dramatic or Comedy Picture
Elmer Bernstein"
tt0047478,tt2404435,"¥125,000,000 (estimated)","$318,649","$346,258",3h 27m,8.6,Akira Kurosawa,['https://www.imdb.com/name/nm0000041/'],"Toshirô Mifune, Takashi Shimura, Keiko Tsushima","['https://www.imdb.com/name/nm0001536/', 'https://www.imdb.com/name/nm0793766/', 'https://www.imdb.com/name/nm0875477/']","Best Art Direction-Set Decoration, Black-and-White
Takashi Matsuyama, Best Costume Design, Black-and-White
Kôhei Ezaki","$90,000,000 (estimated)","$93,432,655","$162,360,636",2h 12m,6.8,Antoine Fuqua,['https://www.imdb.com/name/nm0298807/'],"Denzel Washington, Chris Pratt, Ethan Hawke","['https://www.imdb.com/name/nm0000243/', 'https://www.imdb.com/name/nm0695435/', 'https://www.imdb.com/name/nm0000160/']",Best Action/Adventure Film
tt0036342,tt0052245,,,$714,1h 48m,7.8,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Teresa Wright, Joseph Cotten, Macdonald Carey","['https://www.imdb.com/name/nm0942863/', 'https://www.imdb.com/name/nm0001072/', 'https://www.imdb.com/name/nm0136994/']","Best Writing, Original Story
Gordon McDonell",,,,1h 16m,6.1,Harry Keller,['https://www.imdb.com/name/nm0445650/'],"Colleen Miller, Charles Drake, Rod Taylor","['https://www.imdb.com/name/nm0588125/', 'https://www.imdb.com/name/nm0236866/', 'https://www.imdb.com/name/nm0001792/']",
tt0036342,tt0102896,,,$714,1h 48m,7.8,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Teresa Wright, Joseph Cotten, Macdonald Carey","['https://www.imdb.com/name/nm0942863/', 'https://www.imdb.com/name/nm0001072/', 'https://www.imdb.com/name/nm0136994/']","Best Writing, Original Story
Gordon McDonell",,,,1h 40m,5.4,Karen Arthur,['https://www.imdb.com/name/nm0037790/'],"Mark Harmon, Margaret Welsh, Norm Skaggs","['https://www.imdb.com/name/nm0001319/', 'https://www.imdb.com/name/nm0920569/', 'https://www.imdb.com/name/nm0803766/']",
tt24531430,tt0111146,,,,2020,,,,,,,,,,1h 36m,5.2,Dennis Dugan,['https://www.imdb.com/name/nm0240797/'],"Ed Begley Jr., Sharon Lawrence, Jon Polito","['https://www.imdb.com/name/nm0000893/', 'https://www.imdb.com/name/nm0005130/', 'https://www.imdb.com/name/nm0689237/']",
tt0117615,tt0358135,,"$9,499,091","$9,499,091",2h 16m,7.7,Masayuki Suô,['https://www.imdb.com/name/nm0839397/'],"Kôji Yakusho, Tamiyo Kusakari, Naoto Takenaka","['https://www.imdb.com/name/nm0945131/', 'https://www.imdb.com/name/nm0476195/', 'https://www.imdb.com/name/nm0847562/']",Best Foreign Language Film,"$50,000,000 (estimated)","$57,890,460","$170,128,460",1h 46m,6.2,Peter Chelsom,['https://www.imdb.com/name/nm0155093/'],"Richard Gere, Jennifer Lopez, Susan Sarandon","['https://www.imdb.com/name/nm0000152/', 'https://www.imdb.com/name/nm0000182/', 'https://www.imdb.com/name/nm0000215/']","Best Actress
Susan Sarandon, Best Grownup Love Story
Susan Sarandon

Richard Gere, Best Actor
Richard Gere"
tt0093952,tt0105379,"A$1,650,000 (estimated)",,,1h 34m,6.9,Steve Jodrell,['https://www.imdb.com/name/nm0423532/'],"Deborra-Lee Furness, Tony Barry, Simone Buchanan","['https://www.imdb.com/name/nm0299028/', 'https://www.imdb.com/name/nm0058181/', 'https://www.imdb.com/name/nm0118079/']","Best Actor - Female
Deborra-Lee Furness, Best Screenplay
Beverley Blankenship

Michael Brindley",,,,1h 30m,6.3,Dan Lerner,['https://www.imdb.com/name/nm0503598/'],"Amanda Donohoe, Dean Stockwell, Dan Gauthier","['https://www.imdb.com/name/nm0000372/', 'https://www.imdb.com/name/nm0001777/', 'https://www.imdb.com/name/nm0310248/']","Supporting Actress in a Movie or Miniseries
Fairuza Balk"
tt0023458,tt0035125,,,,1h 22m,7.3,Josef von Sternberg,['https://www.imdb.com/name/nm0903049/'],"Marlene Dietrich, Clive Brook, Anna May Wong","['https://www.imdb.com/name/nm0000017/', 'https://www.imdb.com/name/nm0111612/', 'https://www.imdb.com/name/nm0938923/']","Best Cinematography
Lee Garmes, Best Picture, Best Director
Josef von Sternberg",,,,1h 9m,6.4,Ralph Murphy,['https://www.imdb.com/name/nm0614634/'],"Robert Preston, Ellen Drew, Otto Kruger","['https://www.imdb.com/name/nm0696481/', 'https://www.imdb.com/name/nm0237655/', 'https://www.imdb.com/name/nm0472603/']",
tt0023458,tt0043912,,,,1h 22m,7.3,Josef von Sternberg,['https://www.imdb.com/name/nm0903049/'],"Marlene Dietrich, Clive Brook, Anna May Wong","['https://www.imdb.com/name/nm0000017/', 'https://www.imdb.com/name/nm0111612/', 'https://www.imdb.com/name/nm0938923/']","Best Cinematography
Lee Garmes, Best Picture, Best Director
Josef von Sternberg",,"$2,398,000",,1h 35m,5.8,William Dieterle,['https://www.imdb.com/name/nm0226189/'],"Joseph Cotten, Corinne Calvet, Edmund Gwenn","['https://www.imdb.com/name/nm0001072/', 'https://www.imdb.com/name/nm0130794/', 'https://www.imdb.com/name/nm0350324/']",
tt0248428,tt14984074,,,,2h 41m,8.0,Ram Gopal Varma,['https://www.imdb.com/name/nm0890060/'],"Nagarjuna Akkineni, Amala Akkineni, Raghuvaran","['https://www.imdb.com/name/nm0015459/', 'https://www.imdb.com/name/nm0023839/', 'https://www.imdb.com/name/nm0706499/']","Best Film
Venkat Akkineni

Surendra Yarlagadda",,,,2h 42m,7.8,Ram Gopal Varma,['https://www.imdb.com/name/nm0890060/'],"Nagarjuna Akkineni, Amala Akkineni, Raj Zutshi","['https://www.imdb.com/name/nm0015459/', 'https://www.imdb.com/name/nm0023839/', 'https://www.imdb.com/name/nm0958861/']",
tt0248428,tt0831816,,,,2h 41m,8.0,Ram Gopal Varma,['https://www.imdb.com/name/nm0890060/'],"Nagarjuna Akkineni, Amala Akkineni, Raghuvaran","['https://www.imdb.com/name/nm0015459/', 'https://www.imdb.com/name/nm0023839/', 'https://www.imdb.com/name/nm0706499/']","Best Film
Venkat Akkineni

Surendra Yarlagadda",,,"$14,977",2h 40m,4.0,Ram Gopal Varma,['https://www.imdb.com/name/nm0890060/'],"Mohit Ahlawat, Priyanka Kothari, Vinod Jaywant","['https://www.imdb.com/name/nm1897033/', 'https://www.imdb.com/name/nm1651315/', 'https://www.imdb.com/name/nm2531199/']","Best Actor in a Negative Role
Dilip Prabhavalkar"
tt0073707,tt0473310,,,,3h 24m,8.1,Ramesh Sippy,['https://www.imdb.com/name/nm0802693/'],"Sanjeev Kumar, Dharmendra, Amitabh Bachchan","['https://www.imdb.com/name/nm0474876/', 'https://www.imdb.com/name/nm0004429/', 'https://www.imdb.com/name/nm0000821/']","Best Supporting Actor (Hindi)
Amjad Khan, Best Art Director
Ram Yedekar, Best Cinematographer (Color)
Dwarka Divecha",,,"$2,791,337",2h 51m,1.4,Ram Gopal Varma,['https://www.imdb.com/name/nm0890060/'],"Amitabh Bachchan, Mohanlal, Ajay Devgn","['https://www.imdb.com/name/nm0000821/', 'https://www.imdb.com/name/nm0482320/', 'https://www.imdb.com/name/nm0222426/']",
tt0033045,tt0041507,,,"$36,368",1h 39m,8.0,Ernst Lubitsch,['https://www.imdb.com/name/nm0523932/'],"Margaret Sullavan, James Stewart, Frank Morgan","['https://www.imdb.com/name/nm0837925/', 'https://www.imdb.com/name/nm0000071/', 'https://www.imdb.com/name/nm0604656/']","Best Acting
James Stewart",,"$6,304,560","$7,704,120",1h 42m,7.1,Robert Z. Leonard,['https://www.imdb.com/name/nm0502752/'],"Judy Garland, Van Johnson, S.Z. Sakall","['https://www.imdb.com/name/nm0000023/', 'https://www.imdb.com/name/nm0004496/', 'https://www.imdb.com/name/nm0757064/']","Best Written American Musical
Frances Goodrich

Albert Hackett

Ivan Tors"
tt0375063,tt1236373,"$16,000,000 (estimated)","$71,503,593","$109,706,931",2h 7m,7.5,Alexander Payne,['https://www.imdb.com/name/nm0668247/'],"Paul Giamatti, Thomas Haden Church, Virginia Madsen","['https://www.imdb.com/name/nm0316079/', 'https://www.imdb.com/name/nm0002006/', 'https://www.imdb.com/name/nm0000515/']","Best Writing, Adapted Screenplay
Alexander Payne

Jim Taylor, Best Motion Picture of the Year
Michael London, Best Performance by an Actor in a Supporting Role
Thomas Haden Church, Best Performance by an Actress in a Supporting Role
Virginia Madsen, Best Achievement in Directing
Alexander Payne",,,"$1,505,324",2h 4m,5.6,Cellin Gluck,['https://www.imdb.com/name/nm0323219/'],"Fumiyo Kohinata, Katsuhisa Namase, Rinko Kikuchi","['https://www.imdb.com/name/nm0463201/', 'https://www.imdb.com/name/nm0620617/', 'https://www.imdb.com/name/nm0452860/']",
tt0423195,tt0897347,"$350,000 (estimated)",,,1h 42m,6.1,Yam Laranas,['https://www.imdb.com/name/nm0487990/'],"Jomari Yllana, Richard Gutierrez, Iza Calzado","['https://www.imdb.com/name/nm0948230/', 'https://www.imdb.com/name/nm1246401/', 'https://www.imdb.com/name/nm1560201/']",Yam Laranas,"$5,000,000 (estimated)",,"$1,508,127",1h 36m,5.5,Yam Laranas,['https://www.imdb.com/name/nm0487990/'],"Jesse Bradford, Amelia Warner, Carlos Leon","['https://www.imdb.com/name/nm0103038/', 'https://www.imdb.com/name/nm0912396/', 'https://www.imdb.com/name/nm0502458/']",
tt0069922,tt0758737,,,,1h 47m,6.4,Juan Antonio Bardem,['https://www.imdb.com/name/nm0054219/'],"Jean Seberg, Marisol, Barry Stokes","['https://www.imdb.com/name/nm0781029/', 'https://www.imdb.com/name/nm0548114/', 'https://www.imdb.com/name/nm0831312/']",,,,,1h,7.4,Jon Robin Baitz,['https://www.imdb.com/name/nm0047976/'],"Dave Annable, Calista Flockhart, Rachel Griffiths","['https://www.imdb.com/name/nm1616349/', 'https://www.imdb.com/name/nm0001222/', 'https://www.imdb.com/name/nm0341737/']","Outstanding Guest Actor in a Drama Series
Beau Bridges


For playing ""Nick Brody""."
tt0282599,tt0410297,"$2,500,000 (estimated)",,"$225,223",1h 45m,7.5,Hyun-seung Lee,['https://www.imdb.com/name/nm0497416/'],"Lee Jung-jae, Jun Ji-hyun, Mu-saeng Kim","['https://www.imdb.com/name/nm0497631/', 'https://www.imdb.com/name/nm0432428/', 'https://www.imdb.com/name/nm1077031/']",,"$40,000,000 (estimated)","$52,330,111","$114,830,111",1h 39m,6.8,Alejandro Agresti,['https://www.imdb.com/name/nm0002159/'],"Keanu Reeves, Sandra Bullock, Christopher Plummer","['https://www.imdb.com/name/nm0000206/', 'https://www.imdb.com/name/nm0000113/', 'https://www.imdb.com/name/nm0001626/']","Movie You Wanted to Love, But Just Couldn't"
tt0052225,tt0242898,"$6,000,000 (estimated)","$458,000","$476,533",2h 37m,6.8,Joshua Logan,['https://www.imdb.com/name/nm0517597/'],"Rossano Brazzi, Mitzi Gaynor, John Kerr","['https://www.imdb.com/name/nm0106387/', 'https://www.imdb.com/name/nm0310989/', 'https://www.imdb.com/name/nm0449734/']","Best Sound
Fred Hynes
(Todd-AO SSD), Best Cinematography, Color
Leon Shamroy, Best Music, Scoring of a Musical Picture
Alfred Newman

Ken Darby","$15,000,000 (estimated)",,,2h 15m,5.7,Richard Pearce,['https://www.imdb.com/name/nm0669004/'],"Glenn Close, Harry Connick Jr., Rade Serbedzija","['https://www.imdb.com/name/nm0000335/', 'https://www.imdb.com/name/nm0001065/', 'https://www.imdb.com/name/nm0784884/']","Outstanding Music Direction
Paul Bogaev
(music director), Outstanding Single Camera Sound Mixing for a Miniseries or a Movie
Guntis Sics
(production mixer)

Rick Ash
(re-recording mixer)

Joe Earle
(re-recording mixer)

Joel Moss
(re-recording mixer)"
tt0026389,tt0033095,,,,1h 33m,6.1,Géza von Bolváry,['https://www.imdb.com/name/nm0902006/'],"Franciska Gaal, Wolf Albach-Retty, Paul Hörbiger","['https://www.imdb.com/name/nm0299898/', 'https://www.imdb.com/name/nm0016208/', 'https://www.imdb.com/name/nm0405977/']","Best Foreign Film
Géza von Bolváry",,,,1h 29m,6.7,Henry Koster,['https://www.imdb.com/name/nm0467396/'],"Deanna Durbin, Robert Cummings, Mischa Auer","['https://www.imdb.com/name/nm0002052/', 'https://www.imdb.com/name/nm0191950/', 'https://www.imdb.com/name/nm0041681/']","Best Cinematography, Black-and-White
Joseph A. Valentine, Best Sound, Recording
Bernard B. Brown
(Universal SSD), Best Music, Original Song
Robert Stolz
(music)

Gus Kahn
(lyrics)


For the song ""Waltzing in the Clouds"", Best Music, Score
Charles Previn"
tt0189219,tt0332831,,,,1h 38m,7.3,Mu Fei,['https://www.imdb.com/name/nm0270502/'],"Chaoming Cui, Wei Li, Yu Shi","['https://www.imdb.com/name/nm0191275/', 'https://www.imdb.com/name/nm0508536/', 'https://www.imdb.com/name/nm0793033/']","Best Film
Mu Fei, Main Competition
Mu Fei, Best Film
Mu Fei, Best Actress
Wei Wei",,"$43,017","$57,751",1h 56m,6.9,Zhuangzhuang Tian,['https://www.imdb.com/name/nm0862514/'],"Jingfan Hu, Jun Wu, Bai Qing Xin","['https://www.imdb.com/name/nm1248386/', 'https://www.imdb.com/name/nm0943119/', 'https://www.imdb.com/name/nm1249409/']","Best Feature
Zhuangzhuang Tian
(director)"
tt0004635,tt0009650,"$20,000 (estimated)",,,1h 14m,5.7,"Oscar Apfel, Cecil B. DeMille","['https://www.imdb.com/name/nm0002177/', 'https://www.imdb.com/name/nm0001124/']","Dustin Farnum, Monroe Salisbury, Winifred Kingston","['https://www.imdb.com/name/nm0267914/', 'https://www.imdb.com/name/nm0758457/', 'https://www.imdb.com/name/nm0455612/']",,"$43,858 (estimated)",,,1h,5.2,Cecil B. DeMille,['https://www.imdb.com/name/nm0001124/'],"Elliott Dexter, Ann Little, Katherine MacDonald","['https://www.imdb.com/name/nm0223296/', 'https://www.imdb.com/name/nm0514517/', 'https://www.imdb.com/name/nm0531806/']",
tt0004635,tt0022428,"$20,000 (estimated)",,,1h 14m,5.7,"Oscar Apfel, Cecil B. DeMille","['https://www.imdb.com/name/nm0002177/', 'https://www.imdb.com/name/nm0001124/']","Dustin Farnum, Monroe Salisbury, Winifred Kingston","['https://www.imdb.com/name/nm0267914/', 'https://www.imdb.com/name/nm0758457/', 'https://www.imdb.com/name/nm0455612/']",,,,,1h 47m,6.3,Cecil B. DeMille,['https://www.imdb.com/name/nm0001124/'],"Warner Baxter, Lupe Velez, Eleanor Boardman","['https://www.imdb.com/name/nm0062828/', 'https://www.imdb.com/name/nm0892473/', 'https://www.imdb.com/name/nm0090187/']",
tt0031971,tt0061024,"$392,000 (estimated)",,,1h 36m,7.8,John Ford,['https://www.imdb.com/name/nm0000406/'],"John Wayne, Claire Trevor, Andy Devine","['https://www.imdb.com/name/nm0000078/', 'https://www.imdb.com/name/nm0872456/', 'https://www.imdb.com/name/nm0222596/']","Best Actor in a Supporting Role
Thomas Mitchell, Best Music, Scoring
Richard Hageman

W. Franke Harling

John Leipold

Leo Shuken, Best Picture, Best Director
John Ford, Best Cinematography, Black-and-White
Bert Glennon, Best Art Direction
Alexander Toluboff, Best Film Editing
Otho Lovering

Dorothy Spencer","$3,500,000 (estimated)",,,1h 55m,6.1,Gordon Douglas,['https://www.imdb.com/name/nm0235066/'],"Ann-Margret, Alex Cord, Red Buttons","['https://www.imdb.com/name/nm0000268/', 'https://www.imdb.com/name/nm0179376/', 'https://www.imdb.com/name/nm0000999/']",
tt0031971,tt0092003,"$392,000 (estimated)",,,1h 36m,7.8,John Ford,['https://www.imdb.com/name/nm0000406/'],"John Wayne, Claire Trevor, Andy Devine","['https://www.imdb.com/name/nm0000078/', 'https://www.imdb.com/name/nm0872456/', 'https://www.imdb.com/name/nm0222596/']","Best Actor in a Supporting Role
Thomas Mitchell, Best Music, Scoring
Richard Hageman

W. Franke Harling

John Leipold

Leo Shuken, Best Picture, Best Director
John Ford, Best Cinematography, Black-and-White
Bert Glennon, Best Art Direction
Alexander Toluboff, Best Film Editing
Otho Lovering

Dorothy Spencer",,,,1h 40m,5.8,Ted Post,['https://www.imdb.com/name/nm0692872/'],"Willie Nelson, Kris Kristofferson, Johnny Cash","['https://www.imdb.com/name/nm0005268/', 'https://www.imdb.com/name/nm0001434/', 'https://www.imdb.com/name/nm0143599/']","Best Edited Television Special
Geoffrey Rowland"
tt0029606,tt0047522,"$1,173,639 (estimated)",,,1h 51m,7.3,"William A. Wellman, Jack Conway, Victor Fleming","['https://www.imdb.com/name/nm0920074/', 'https://www.imdb.com/name/nm0176699/', 'https://www.imdb.com/name/nm0281808/']","Janet Gaynor, Fredric March, Adolphe Menjou","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0545298/', 'https://www.imdb.com/name/nm0579663/']","W. Howard Greene



For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of ...                More


For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year., Best Writing, Original Story
William A. Wellman

Robert Carson, Best Picture, Best Actor in a Leading Role
Fredric March, Best Actress in a Leading Role
Janet Gaynor, Best Director
William A. Wellman, Best Writing, Screenplay
Alan Campbell

Robert Carson

Dorothy Parker, Best Assistant Director
Eric Stacey","$5,019,770 (estimated)","$4,335,968","$4,348,890",2h 34m,7.5,George Cukor,['https://www.imdb.com/name/nm0002030/'],"Judy Garland, James Mason, Jack Carson","['https://www.imdb.com/name/nm0000023/', 'https://www.imdb.com/name/nm0000051/', 'https://www.imdb.com/name/nm0007217/']","Best Actor in a Leading Role
James Mason, Best Actress in a Leading Role
Judy Garland



Judy Garland couldn't attend the ceremony because she was giving birth to her third child and only ...                More


Judy Garland couldn't attend the ceremony because she was giving birth to her third child and only son, Joey Luft. Even though she did not win the Academy Award she always stated that Joey was the best ""Academy Award"" she ever received that night., Best Art Direction-Set Decoration, Color
Malcolm C. Bert

Gene Allen

Irene Sharaff

George James Hopkins, Best Costume Design, Color
Jean Louis

Mary Ann Nyberg

Irene Sharaff, Best Music, Original Song
Harold Arlen
(music)

Ira Gershwin
(lyrics)


For the song ""The Man that Got Away"", Best Music, Scoring of a Musical Picture
Ray Heindorf"
tt0029606,tt0075265,"$1,173,639 (estimated)",,,1h 51m,7.3,"William A. Wellman, Jack Conway, Victor Fleming","['https://www.imdb.com/name/nm0920074/', 'https://www.imdb.com/name/nm0176699/', 'https://www.imdb.com/name/nm0281808/']","Janet Gaynor, Fredric March, Adolphe Menjou","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0545298/', 'https://www.imdb.com/name/nm0579663/']","W. Howard Greene



For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of ...                More


For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year., Best Writing, Original Story
William A. Wellman

Robert Carson, Best Picture, Best Actor in a Leading Role
Fredric March, Best Actress in a Leading Role
Janet Gaynor, Best Director
William A. Wellman, Best Writing, Screenplay
Alan Campbell

Robert Carson

Dorothy Parker, Best Assistant Director
Eric Stacey","$6,000,000 (estimated)","$80,000,000","$80,000,000",2h 19m,6.1,Frank Pierson,['https://www.imdb.com/name/nm0682757/'],"Barbra Streisand, Kris Kristofferson, Gary Busey","['https://www.imdb.com/name/nm0000659/', 'https://www.imdb.com/name/nm0001434/', 'https://www.imdb.com/name/nm0000997/']","Best Music, Original Song
Barbra Streisand
(music)

Paul Williams
(lyrics)


For the song ""Evergreen (Love Theme from A Star Is Born)"", Best Cinematography
Robert Surtees, Best Sound
Robert Knudson

Dan Wallin

Robert Glass

Tom Overton, Best Music, Original Song Score and Its Adaptation or Best Adaptation Score
Roger Kellaway"
tt0029606,tt1517451,"$1,173,639 (estimated)",,,1h 51m,7.3,"William A. Wellman, Jack Conway, Victor Fleming","['https://www.imdb.com/name/nm0920074/', 'https://www.imdb.com/name/nm0176699/', 'https://www.imdb.com/name/nm0281808/']","Janet Gaynor, Fredric March, Adolphe Menjou","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0545298/', 'https://www.imdb.com/name/nm0579663/']","W. Howard Greene



For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of ...                More


For the color photography of A Star Is Born. (plaque) This award was recommended by a committee of leading cinematographers after viewing all the color pictures made during the year., Best Writing, Original Story
William A. Wellman

Robert Carson, Best Picture, Best Actor in a Leading Role
Fredric March, Best Actress in a Leading Role
Janet Gaynor, Best Director
William A. Wellman, Best Writing, Screenplay
Alan Campbell

Robert Carson

Dorothy Parker, Best Assistant Director
Eric Stacey","$36,000,000 (estimated)","$215,333,122","$436,233,122",2h 16m,7.6,Bradley Cooper,['https://www.imdb.com/name/nm0177896/'],"Lady Gaga, Bradley Cooper, Sam Elliott","['https://www.imdb.com/name/nm3078932/', 'https://www.imdb.com/name/nm0177896/', 'https://www.imdb.com/name/nm0000385/']","Best Achievement in Music Written for Motion Pictures (Original Song)
Lady Gaga

Mark Ronson

Anthony Rossomando

Andrew Wyatt


For song ""Shallow"", Best Achievement in Sound Mixing
Tom Ozanich

Dean A. Zupancic

Jason Ruder

Steven Morrow, Best Motion Picture of the Year
Bill Gerber

Bradley Cooper

Lynette Howell Taylor, Best Performance by an Actor in a Leading Role
Bradley Cooper, Best Performance by an Actress in a Leading Role
Lady Gaga, Best Performance by an Actor in a Supporting Role
Sam Elliott, Best Adapted Screenplay
Eric Roth

Bradley Cooper

Will Fetters, Best Achievement in Cinematography
Matthew Libatique"
tt0024610,tt0038116,,,,1h 39m,6.7,Henry King,['https://www.imdb.com/name/nm0454771/'],"Janet Gaynor, Will Rogers, Lew Ayres","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0737259/', 'https://www.imdb.com/name/nm0000817/']","Best Picture, Best Writing, Adaptation
Paul Green

Sonya Levien",,,,1h 40m,7.0,Walter Lang,['https://www.imdb.com/name/nm0485943/'],"Jeanne Crain, Dana Andrews, Dick Haymes","['https://www.imdb.com/name/nm0002022/', 'https://www.imdb.com/name/nm0000763/', 'https://www.imdb.com/name/nm0371376/']","Best Music, Original Song
Richard Rodgers
(music)

Oscar Hammerstein II
(lyrics)


For the song ""It Might as Well Be Spring"", Best Music, Scoring of a Musical Picture
Charles Henderson

Alfred Newman"
tt0024610,tt0056526,,,,1h 39m,6.7,Henry King,['https://www.imdb.com/name/nm0454771/'],"Janet Gaynor, Will Rogers, Lew Ayres","['https://www.imdb.com/name/nm0310980/', 'https://www.imdb.com/name/nm0737259/', 'https://www.imdb.com/name/nm0000817/']","Best Picture, Best Writing, Adaptation
Paul Green

Sonya Levien","$4,500,000 (estimated)",,,1h 58m,5.9,José Ferrer,['https://www.imdb.com/name/nm0001207/'],"Pat Boone, Bobby Darin, Pamela Tiffin","['https://www.imdb.com/name/nm0004769/', 'https://www.imdb.com/name/nm0201239/', 'https://www.imdb.com/name/nm0863016/']","Top Female Musical Performance
Ann-Margret, Top Male Musical Performance
Pat Boone


4th place."
tt0094035,tt0814335,,"$2,488,740","$2,488,740",1h 29m,6.7,Joseph Ruben,['https://www.imdb.com/name/nm0747849/'],"Terry O'Quinn, Jill Schoelen, Shelley Hack","['https://www.imdb.com/name/nm0642368/', 'https://www.imdb.com/name/nm0774337/', 'https://www.imdb.com/name/nm0352379/']","Best Actor
Terry O'Quinn","$20,000,000 (estimated)","$29,062,561","$31,198,531",1h 41m,5.6,Nelson McCormick,['https://www.imdb.com/name/nm1879589/'],"Penn Badgley, Dylan Walsh, Sela Ward","['https://www.imdb.com/name/nm0046112/', 'https://www.imdb.com/name/nm0909620/', 'https://www.imdb.com/name/nm0000688/']","Choice Movie: Horror/Thriller, Choice Movie Actor: Horror/Thriller
Penn Badgley"
tt0120686,tt1428459,"$50,000,000 (estimated)","$91,137,662","$159,710,793",2h 5m,6.8,Chris Columbus,['https://www.imdb.com/name/nm0001060/'],"Julia Roberts, Susan Sarandon, Ed Harris","['https://www.imdb.com/name/nm0000210/', 'https://www.imdb.com/name/nm0000215/', 'https://www.imdb.com/name/nm0000438/']","Best Actress in a Leading Role
Susan Sarandon",,"$638,144","$1,106,491",1h 55m,5.6,Malhotra P. Siddharth,['https://www.imdb.com/name/nm1656481/'],"Kareena Kapoor, Kajol, Arjun Rampal","['https://www.imdb.com/name/nm0004626/', 'https://www.imdb.com/name/nm0004418/', 'https://www.imdb.com/name/nm0992000/']","Best Supporting Actress
Kareena Kapoor"
tt0025929,tt0053390,,,,1h 26m,7.7,Yasujirô Ozu,['https://www.imdb.com/name/nm0654868/'],"Takeshi Sakamoto, Chôko Iida, Kôji Mitsui","['https://www.imdb.com/name/nm0757104/', 'https://www.imdb.com/name/nm0407329/', 'https://www.imdb.com/name/nm0594062/']","Best Film
Yasujirô Ozu",,,,1h 59m,7.9,Yasujirô Ozu,['https://www.imdb.com/name/nm0654868/'],"Ganjirô Nakamura, Machiko Kyô, Haruko Sugimura","['https://www.imdb.com/name/nm0620131/', 'https://www.imdb.com/name/nm0477553/', 'https://www.imdb.com/name/nm0837503/']","Best Film
Yasujirô Ozu"
tt0044079,tt0064760,"$1,200,000 (estimated)","$26,597","$29,662",1h 41m,7.9,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Farley Granger, Robert Walker, Ruth Roman","['https://www.imdb.com/name/nm0335048/', 'https://www.imdb.com/name/nm0908153/', 'https://www.imdb.com/name/nm0738746/']","Best Cinematography, Black-and-White
Robert Burks",,,,1h 46m,5.4,Robert Sparr,['https://www.imdb.com/name/nm0817081/'],"Paul Burke, Carol Lynley, Martha Hyer","['https://www.imdb.com/name/nm0121826/', 'https://www.imdb.com/name/nm0528595/', 'https://www.imdb.com/name/nm0405054/']",
tt0044079,tt0117244,"$1,200,000 (estimated)","$26,597","$29,662",1h 41m,7.9,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Farley Granger, Robert Walker, Ruth Roman","['https://www.imdb.com/name/nm0335048/', 'https://www.imdb.com/name/nm0908153/', 'https://www.imdb.com/name/nm0738746/']","Best Cinematography, Black-and-White
Robert Burks",,,,1h 36m,4.4,Tommy Lee Wallace,['https://www.imdb.com/name/nm0908890/'],"Jacqueline Bisset, Nick Mancuso, Theresa Russell","['https://www.imdb.com/name/nm0000302/', 'https://www.imdb.com/name/nm0541576/', 'https://www.imdb.com/name/nm0000622/']",
